GEM plant ID,Plant name (English),Owner,Country/area,Region,Latitude,Longitude,Capacity (ttpa),Plant age
P100000120183,Chifeng Yuanlian Steel Co Ltd,Chifeng Yuanlian Steel Co Ltd,China,Asia Pacific,42.278115,119.015289,2450.0,23.53
P100000120327,Chifeng Zhongtang Special Steel Co Ltd,Chifeng Zhongtang Special Steel Co Ltd,China,Asia Pacific,41.834064,119.281883,2700.0,4.0
P100000120686,China Baowu Phnom Penh steel plant,Xinjiang Bayi Steel Southern Xinjiang Steel Baicheng Co Ltd,Cambodia,Asia Pacific,11.56703,104.863893,,
P100000120897,China Steel Xiaogang steel plant,China Steel Corp,Taiwan,Asia Pacific,22.555442,120.349252,10000.0,55.0
P100000121041,Chizhou Guichi Guihang Metal Products Co Ltd,Chizhou Guichi Guihang Metal Products Co Ltd,China,Asia Pacific,30.532786,117.25166,1000.0,26.0
P100000120286,Chongli Steel Manufacturing Co Ltd,Chongli Steel Manufacturing Co Ltd,China,Asia Pacific,36.602468,113.755744,,14.0
P100000120074,Chongqing Iron and Steel Co Ltd,Chongqing Iron & Steel Co Ltd,China,Asia Pacific,29.790253,107.040368,8400.0,29.0
P100001064274,Chongqing Pengcheng Steel Co Ltd,Chongqing Pengcheng Steel Co Ltd,China,Asia Pacific,29.259699,106.214031,520.0,27.67
P100000120409,Chongqing Yonghang Steel Group Co Ltd,Chongqing Yonghang Steel Group Co Ltd,China,Asia Pacific,29.836163,106.988138,700.0,23.0
P100001064279,Chongqing Yuxi Iron & Steel (Group) Co Ltd,Chongqing Yuxi Iron & Steel (Group) Co Ltd,China,Asia Pacific,29.488759,105.862658,260.0,25.97
P100000120317,Chongqing Zuhang Iron and Steel Co Ltd,Chongqing Zuhang Steel Co Ltd,China,Asia Pacific,29.440056,105.741929,,18.0
P100000121168,Chow Steel Kabinburi steel plant,Chow Steel Industries PCL,Thailand,Asia Pacific,14.074757,101.84215,730.0,21.0
P100000120683,Chubu Steel Plate Nagoya plant,Chubu Steel Plate Co Ltd,Japan,Asia Pacific,35.118836,136.867567,800.0,67.0
P100000120923,Cleveland-Cliffs Burns Harbor steel plant,Cleveland-Cliffs Inc,United States,North America,41.631221,-87.143846,5001.0,62.0
P100000120919,Cleveland-Cliffs Butler steel plant,Cleveland-Cliffs Inc,United States,North America,40.845524,-79.921452,908.0,118.0
P100000120927,Cleveland-Cliffs Cleveland steel plant,Cleveland-Cliffs Inc,United States,North America,41.464041,-81.676499,4100.0,113.0
P100000120924,Cleveland-Cliffs Coatesville steel plant,Cleveland-Cliffs Inc,United States,North America,39.977819,-75.824512,800.0,216.0
P100000120920,Cleveland-Cliffs Dearborn steel plant,Cleveland-Cliffs Inc,United States,North America,42.308171,-83.161353,,106.0
P100000120926,Cleveland-Cliffs Indiana Harbor steel plant,Cleveland-Cliffs Inc,United States,North America,41.669553,-87.438429,6800.0,125.0
P100000120061,Cleveland-Cliffs Lake Erie steel plant,Cleveland-Cliffs Inc,Canada,North America,42.805448,-80.095313,2500.0,46.0
P100000120971,Cleveland-Cliffs Mansfield Works,Cleveland-Cliffs Inc,United States,North America,40.790123,-82.526239,546.0,102.0
P100000120921,Cleveland-Cliffs Middletown steel plant,Cleveland-Cliffs Inc,United States,North America,39.488589,-84.386197,3000.0,125.0
P100000120922,Cleveland-Cliffs Riverdale steel plant,Cleveland-Cliffs Inc,United States,North America,41.657321,-87.625702,,109.0
P100000120925,Cleveland-Cliffs Steelton steel plant,Cleveland-Cliffs Inc,United States,North America,40.23072,-76.838506,,160.0
P100000120969,Cleveland-Cliffs Toledo DRI plant,Cleveland-Cliffs Inc,United States,North America,41.672816,-83.477833,0.0,6.0
P100000120991,CMC Alabama steel plant,Commercial Metals Co,United States,North America,33.534372,-86.75773,653.0,32.0
P100000120994,CMC Arizona steel plant,Commercial Metals Co,United States,North America,33.285828,-111.586561,890.0,17.0
P100000120992,CMC South Carolina steel plant,Commercial Metals Co,United States,North America,33.962272,-81.052011,776.0,34.0
P100000120989,CMC Steel Florida plant,Commercial Metals Co,United States,North America,30.282907,-81.978735,617.0,52.0
P100000120990,CMC Steel New Jersey plant,Commercial Metals Co,United States,North America,40.478824,-74.321187,653.0,32.0
P100000120929,CMC Steel Texas plant,Commercial Metals Co,United States,North America,29.577459,-98.032017,943.0,44.0
P100000120993,CMC Tennessee steel plant,Commercial Metals Co,United States,North America,35.978104,-83.956572,544.0,26.0
P100001061378,CMC West Virginia steel plant,Commercial Metals Co,United States,North America,39.5515843,-77.897771,,1.0
P100000120787,CMC Zawiercie steel plant,CMC Poland SP zoo,Poland,Europe,50.487463,19.456759,1700.0,125.0
P100000120503,CNR Mandan Steel South Kalimantan plant,PT Mandan Steel,Indonesia,Asia Pacific,-3.339296,115.927125,1000.0,12.0
P100000120867,Colakoglu Metallurgical Dilovasi steel plant,Çolakoğlu Metalürji AŞ,Türkiye,Europe,40.768409,29.529979,4500.0,57.0
P100000121215,Companhia Siderurgica do Cuchi pig iron plant,Companhia Siderurgica do Cuchi SA,Angola,Africa,-14.650166,16.925606,0.0,2.47
P100001045282,Crest Steel and Power Mangatta steel plant,Crest Steel and Power Pvt Ltd,India,Asia Pacific,21.190313,81.19922,96.0,21.13
P100000120434,CSN Stahlwerk Thüringen Unterwellenborn steel plant,Stahlwerk Thueringen GmbH,Germany,Europe,50.654574,11.43745,1100.0,148.0
P100000120039,CSN Volta Redonda steel plant,Companhia Siderúrgica Nacional SA,Brazil,Central & South America,-22.512631,-44.11287,6251.0,80.0
P100000121010,CVG Briquetera de Venezuela DRI plant,Matesi,Venezuela,Central & South America,8.300159,-62.780136,,26.0
P100000121008,CVG Briquetera del Caroní DRI plant,Corporacion Venezolana de Guayana,Venezuela,Central & South America,8.290142,-62.805419,0.0,35.23
P100000121007,CVG Briquetera del Orinoco DRI plant,Briquetera del Orinoco CA,Venezuela,Central & South America,8.274965,-62.819282,0.0,26.0
P100000121005,CVG Comsigua DRI plant,Complejo Siderurgico de Guayana CA,Venezuela,Central & South America,8.297662,-62.780149,0.0,28.0
P100000121006,CVG Ferrominera Orinoco DRI plant,CVG Ferrominera Orinoco CA,Venezuela,Central & South America,8.33468,-62.728842,0.0,36.0
P100000121170,DaehanSteel Noksan steel plant,Daehan Steel Co Ltd,South Korea,Asia Pacific,35.099098,128.860339,1000.0,18.22
P100000120645,Daido Steel Chita plant (Tokai),Daido Steel Co Ltd,Japan,Asia Pacific,35.016404,136.864744,1500.0,64.0
P100000120621,Danieli ABS Pozzuolo del Friuli steel plant,Acciaierie Bertoli Safau SpA,Italy,Europe,46.008483,13.255117,1500.0,213.0
P100000120202,Danyang Longjiang Steel Co Ltd,Danyang Longjiang Steel Co Ltd,China,Asia Pacific,32.027791,119.57706,1500.0,22.59
P100000120376,Daye Huaxin Industrial Co Ltd,Daye Huaxin Industrial Co Ltd,China,Asia Pacific,30.070219,114.926251,,23.0
P100000120173,Daye Special Steel Co Ltd,Daye SPECIAL Steel Co Ltd,China,Asia Pacific,30.204603,115.125838,3420.0,19.0
P100000121072,Daye Xinye Special Steel Co Ltd,natural person(s); Hubei Xinxin Steel Group Co Ltd,China,Asia Pacific,30.067469,114.934091,1200.0,26.0
P100000120911,DCH Dnipro Metallurgical Plant,Dnipro Metallurgical Plant PJSC,Ukraine,Europe,48.48079,34.978097,,139.0
P100000120726,DEACERO Celaya steel plant,DeAcero SAPI de CV,Mexico,North America,20.518556,-100.925556,2300.0,28.0
P100000120730,DEACERO Ramos Arizpe steel plant,DeAcero SAPI de CV,Mexico,North America,25.511162,-100.961848,2200.0,40.0
P100000120121,Delong Steel Co Ltd,DELONG Steel Ltd,China,Asia Pacific,37.086116,114.384832,3000.0,26.0
P100000121213,Delta Steel Mill Al Qalyubia plant,Delta Steel Mills Co,Egypt,Africa,30.11843,31.281264,500.0,79.0
P100000120438,Deutsche Edelstahlwerke steel plant,Deutsche Edelstahlwerke GmbH,Germany,Europe,50.922844,8.024006,600.0,99.0
P100001063160,Devki Group Tororo steel plant,Devki Group,Uganda,Africa,0.681522,34.178037,,
P100000120685,Devki Steel Mills Kwale plant,Devki Steel Mills Ltd,Kenya,Africa,-3.788806,39.316741,1000.0,4.0
P100000120504,Dexin Steel Morowali plant,Dexin Steel Pte Ltd,Indonesia,Asia Pacific,-2.829514,122.174896,7000.0,6.0
P100000120868,Diler Iron and Steel Dilovasi plant,Diler Demir Celik Endustri ve Ticaret AŞ,Türkiye,Europe,40.783161,29.533568,1300.0,42.0
P100000121031,Dinson Chivhu iron and steel plant,Dinson Iron & Steel Company Pvt Ltd,Zimbabwe,Africa,-18.940658,30.608968,600.0,1.72
P100001082556,Dniprospetstaal Zaporizhzhia steel plant,Dniprospetsstal Plant PJSC,Ukraine,Europe,47.8599249,35.1613272,1000.0,92.0
P100000120832,Donelektrostal Shakhty steel plant,Donelektrostal LLC,Russia,Eurasia,47.740352,40.18942,,
P100000120910,Donetsk Metallurgical Plant,Tekhnologicheskiye Investitsii LLC,Ukraine,Europe,47.982276,37.810634,,24.0
P100000120227,Dongbei Special Steel Group Dalian Special Steel Co Ltd,Dongbei Special Steel Group Dalian Special Steel Co Ltd,China,Asia Pacific,39.193697,122.057788,2695.0,57.0
P100000120693,Dongkuk Steel Incheon steel plant,Dongkuk Steel Mill Co Ltd,South Korea,Asia Pacific,37.486465,126.638607,2200.0,54.0
P100000120694,Dongkuk Steel Pohang steel plant,Dongkuk Steel Mill Co Ltd,South Korea,Asia Pacific,36.00147,129.397609,1400.0,35.0
P100001063403,Dongyuan Dongnan Industrial Co Ltd,Dongyuan Dongnan Industrial Co Ltd,China,Asia Pacific,24.038397,114.873435,720.0,16.89
P100000120898,Dragon Steel Taichung steel plant,Dragon Steel Corp,Taiwan,Asia Pacific,24.226897,120.493911,6081.0,33.0
P100000121209,DST Nghi Son steel plant,DST Nghi Son Iron and Steel JSC,Vietnam,Asia Pacific,19.367379,105.675841,,
P100000120640,Duferco Travi e Profilati San Zeno Naviglio steel plant,Duferco Travi e Profilati SpA,Italy,Europe,45.478363,10.209234,950.0,22.0
P100000120901,E Top Metal Changhua steel plant,E-Top Metal Co Ltd,Taiwan,Asia Pacific,24.167872,120.505482,600.0,23.0
P100000120747,Eastern Steel Kemaman plant,Eastern Steel Sdn Bhd,Malaysia,Asia Pacific,4.285062,103.432551,2700.0,11.0
P100000120826,Ecolant steel plant,Ecolant LLC,Russia,Eurasia,55.286989,42.169516,,0.0
P100000120869,Ege Steel Aliaga plant,Ege Celik Endustrisi Sanayi ve Ticaret AŞ,Türkiye,Europe,38.728005,26.940095,1200.0,25.0
P100000120443,Egyptian American Steel Rolling Company Sadat City plant,Egyptian American Steel Rolling Company SAE,Egypt,Africa,30.389174,30.571894,1200.0,28.0
P100000120444,Egyptian Iron & Steel Company Cairo plant,Egyptian Iron & Steel Co,Egypt,Africa,29.774458,31.312013,,64.0
P100000120445,Egyptian Sponge Iron and Steel Company Sadat City plant,Egyptian Sponge Iron & Steel Company SAE,Egypt,Africa,30.393079,30.58773,3000.0,18.0
P100000120450,Egyptian Steel Ain Sokhna plant,Egyptian Steel Group,Egypt,Africa,29.64769,32.2789,830.0,8.0
P100000120451,Egyptian Steel Beni Suef plant,Egyptian Steel Group,Egypt,Africa,29.15243,31.24911,830.0,8.0
P100000120870,Ekinciler Iron and Steel Iskenderun plant,Ekinciler Demir ve Celik Sanayi AŞ,Türkiye,Europe,36.690115,36.205739,1250.0,37.0
P100000121233,Ekos Steel Dukem plant,Ekos Steel Mill PLC,Ethiopia,Africa,8.781155,38.932065,,8.0
P100001042874,El Fouladh Steel Plant,Government of Tunisia,Tunisia,Africa,37.13763,9.81281,200.0,64.0
P100000121251,Electra iron plant,Electrasteel Inc,United States,North America,40.06301,-105.221982,,
P100000120534,Electrosteel Bokaro steel plant,ESL Steel Ltd,India,Asia Pacific,23.632907,86.293671,1500.0,20.0
P100000121207,Electrosteel Castings Srikalahasthi steel plant,Electrosteel Castings Ltd,India,Asia Pacific,13.717188,79.630588,0.0,32.0
P100000120001,Emsteel Abu Dhabi steel plant,Emsteel Building Materials PJSC,United Arab Emirates,Middle East,24.322033,54.467987,3500.0,23.0
P100000121100,Eqlid Steel Pars plant,Eqlid Pars Steel Co,Iran,Middle East,30.944867,52.892849,,
P100000120871,Erdemir Eregli steel plant,Eregli Demir ve Celik Fabrikalari AŞ,Türkiye,Europe,41.261469,31.420106,3801.0,61.0
P100001025570,ERG Baowu Rudny HBI plant,Eurasian Resources Group SARL; China Baowu Steel Group Co Ltd,Kazakhstan,Eurasia,52.9775332,63.1825737,,
P100000120436,ESF Elbe Stahlwerke Feralpi Riesa steel plant,ESF Elbe-Stahlwerke Feralpi GmbH,Germany,Europe,51.3128,13.280386,1400.0,34.0
P100000120580,Esfahan Steel Isfahan plant,Esfahan Steel Co,Iran,Middle East,32.418304,51.331314,3600.0,55.0
P100000121153,ESM Mutún steel plant,Empresa Siderúrgica del Mutún SA,Bolivia,Central & South America,-19.137325,-57.880605,200.0,0.97
P100000120842,Essar Ras Al Khair steel plant,Essar Global Fund Ltd,Saudi Arabia,Middle East,27.544749,49.208103,,
P100000120744,Esteel Antara Labuan iron plant,Antara Steel Mills Sdn Bhd,Malaysia,Asia Pacific,5.253839,115.242717,0.0,42.0
P100000120743,Esteel Eden Flame Johor steel plant,Eden Flame Sdn Bhd,Malaysia,Asia Pacific,1.451512,103.917306,1050.0,33.0
P100000121208,Esteel Sabah steel plant,Esteel Enterprise Sabah Sdn Bhd,Malaysia,Asia Pacific,6.104211,116.202218,,0.0
P100000120442,ETRHB Annaba steel plant,ETRHB Industrie SpA,Algeria,Africa,36.834412,7.45494,,
P100000121195,Evonith Metallics Wardha steel plant,Evonith Metallics Ltd,India,Asia Pacific,20.704605,78.620293,0.0,32.0
P100000121236,Evonith Value Steel Wardha steel plant,Evonith Metallics Ltd,India,Asia Pacific,20.696412,78.638548,1080.0,56.0
P100000120811,Evraz NTMK steel plant,Evraz NTMK JSC,Russia,Eurasia,57.922851,60.033543,4400.0,86.0
P100000120822,Evraz ZSMK steel plant,Evraz ZSMK JSC,Russia,Eurasia,53.88618,87.257618,7619.0,94.0
P100000120177,Ezhou Hongtai Steel Co Ltd,Ezhou Hongtai Steel Co Ltd,China,Asia Pacific,30.532352,114.747597,,22.75
P100000120447,Ezz Flat Steel Ain Sokhna plant,Al Ezz Flat Steel Company SAE,Egypt,Africa,29.692045,32.322117,2880.0,28.0
P100000120448,Ezz Steel Rebar Sadat City plant,Ezz Steel Co,Egypt,Africa,30.382179,30.563029,900.0,32.0
P100000121226,F&F Steel Erbil plant,F&F Steel,Iraq,Middle East,36.113741,43.979714,600.0,12.47
P100001043026,Faizan Steel Karachi steel plant,Faizan Steel,Pakistan,Asia Pacific,24.897652,66.985678,365.0,16.0
P100000120371,Fangchenggang Jinxi Steel Technology Co Ltd,Fangchenggang Jinxi Steel Technology Co Ltd,China,Asia Pacific,21.646525,108.369582,,
P100000120211,Fangda Special Steel Technology Co Ltd,Fangda Special Steel Technology Co Ltd,China,Asia Pacific,28.645441,115.99204,2800.0,67.55
P100000121101,Fasa Steel Complex Fars,Fasa Steel Complex Co,Iran,Middle East,28.977453,53.867836,,
P100000120899,Feng Hsin Taichung Steel plant,Feng Hsin Steel Co Ltd,Taiwan,Asia Pacific,24.31287,120.712774,1800.0,55.0
P100001063598,Fengshun Changsheng Special Steel Casting Co Ltd Qingyuan Branch,Fengshun Changsheng Precision Steel Casting Co Ltd,China,Asia Pacific,23.507015,112.953822,620.0,17.0
P100001063602,Fengshun County Agricultural Machinery Continuous Casting Co,Fengshun County Agricultural Machinery Continuous Casting Co,China,Asia Pacific,23.748318,116.13985,720.0,22.85
P100001063619,Fengshun County Dongfang Metal Continuous Casting Co Ltd,Fengshun County Dongfang Metal Casting Co Ltd,China,Asia Pacific,23.749104,116.138262,930.0,22.6
P100001063490,Fengshun County Hongbao Industrial Co Ltd,Fengshun County Hongbao Industrial Co Ltd,China,Asia Pacific,23.720136,115.949449,720.0,32.93
P100001063483,Fengshun Yongshun Continuous Casting Plant,Fengshun Yongshun Continuous Casting Plant,China,Asia Pacific,23.747173,116.126241,720.0,19.27
P100000120632,Feralpi Calvisano steel plant,Acciaierie di Calvisano SpA,Italy,Europe,45.371651,10.331967,600.0,54.0
P100000120626,Feralpi Siderurgica Lonato steel plant,Feralpi Siderurgica SpA,Italy,Europe,45.460582,10.456748,1216.0,58.0
P100000120638,Ferriera Valsabbia Odolo steel plant,Ferriera Valsabbia SpA,Italy,Europe,45.642905,10.380199,1000.0,58.0
P100000120792,Ferrostal Labedy Gliwice steel plant,Cognor Holding SA,Poland,Europe,50.357438,18.610739,500.0,33.0
P100000120630,Finarvedi Acciai Speciali Terni steel plant,Acciai Speciali Terni SpA,Italy,Europe,42.564752,12.66936,1450.0,142.0
P100000120619,Finarvedi Cremona steel plant,Acciaieria Arvedi SpA,Italy,Europe,45.145949,9.950821,4300.0,34.0
P100000120979,Finkl Steel Chicago plant,A. Finkl & Sons Corp,United States,North America,41.724915,-87.589968,573.0,15.0
P100001062842,"Fogang Dawei Special Steel Co., Ltd.",Fogang Dawei Special Steel Co Ltd,China,Asia Pacific,23.893972,113.500829,575.0,14.29
P100000121011,Formosa Ha Tinh Steel plant,Formosa Ha Tinh Steel Corp,Vietnam,Asia Pacific,18.036333,106.428271,7500.0,18.0
P100000121202,Fuhai Indonesia steel plant,Fuhai Group New Energy Holding Co Ltd,Indonesia,Asia Pacific,-1.556636,103.679366,,
P100000120345,Fujian Dadonghai Industrial Group Co Ltd plant,Fujian Great Dong Hai Industrial Group Co Ltd,China,Asia Pacific,25.737777,119.592239,5128.0,8.0
P100000120314,Fujian Dingsheng Iron and Steel Co Ltd,Fujian Dingsheng Steel Co Ltd,China,Asia Pacific,27.224477,120.328828,1726.0,8.0
P100000121065,Fujian Dingxin Industrial Co Ltd,Fujian Dingxin Industry Co Ltd,China,Asia Pacific,26.7695,119.738519,600.0,18.0
P100000120416,Fujian Fuhua New Materials Group Co Ltd,Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd,China,Asia Pacific,26.961516,119.654272,,27.0
P100000121066,Fujian Fuxin Special Steel Co Ltd,Fujian Fuxin Special Steel Co Ltd,China,Asia Pacific,24.472439,117.94885,720.0,19.0
P100001025567,Fujian Hengwang Shymkent steel plant,Fujian Hengwang Investment Co Ltd,Kazakhstan,Eurasia,42.3375414,69.7356008,,
P100001064195,Fujian Hongfeng Industrial Group Co Ltd,Fujian Hongfeng Industrial Group Co Ltd,China,Asia Pacific,26.868423,117.776369,1000.0,26.5
P100000120413,Fujian Longgang New Materials Co Ltd,Fujian Longgang New Materials Co Ltd,China,Asia Pacific,25.357408,117.362096,1210.0,
P100000120080,Fujian Luoyuan Minguang Iron and Steel Co Ltd,Fujian Luoyuan Minguang Iron & Steel Co Ltd,China,Asia Pacific,26.483815,119.67105,2650.0,12.0
P100000120392,Fujian Qingtuo New Material Co Ltd,Fujian Qingtuo New Material Co Ltd,China,Asia Pacific,26.779301,119.767935,958.0,3.0
P100000120077,Fujian Quanzhou Minguang Iron and Steel Co Ltd,Fujian San'an Iron & Steel Co Ltd,China,Asia Pacific,25.244396,118.029905,2300.0,25.0
P100000120078,Fujian Sanbao Steel Co Ltd,Fujian Sanbao Steel Co Ltd,China,Asia Pacific,24.635769,117.603677,6196.0,27.0
P100000120081,Fujian Tsingtuo Nickel Industry Co Ltd,Fujian Tsingtuo Nickel Industry Co Ltd,China,Asia Pacific,26.768925,119.765203,3000.0,15.0
P100000121064,Fujian Wuhang Stainless Steel Products Co Ltd,Fujian Wuhang Stainless Steel Products Co Ltd,China,Asia Pacific,25.95923,119.452018,2000.0,33.0
P100000120079,Fujian Yixin Steel Co Ltd,Fujian Yixin Steel & Iron Co Ltd,China,Asia Pacific,26.491308,119.63624,,20.0
P100000120351,Fushun Hanking Direct Reduced Iron Co Ltd,Fushun HANWANG Direct Reduced Iron Co Ltd,China,Asia Pacific,41.670998,123.85143,0.0,23.5
P100000120226,Fushun New Steel Co Ltd,Fushun New Steel Corp Ltd,China,Asia Pacific,41.841223,123.753895,2700.0,20.36
P100000120228,Fushun Special Steel Co Ltd,Fushun Special Steel Co Ltd,China,Asia Pacific,41.838774,123.806586,999.0,89.0
P100000120358,Fuzhou Wuhang Steel Products Co Ltd,Fuzhou Wuhang Steel Products Co Ltd,China,Asia Pacific,25.995101,119.495725,2000.0,5.0
P100001045317,Gallantt Ispat Gorakhpur steel plant,Gallantt Ispat Ltd,India,Asia Pacific,26.757009,83.199086,528.0,32.0
P100000120082,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,China,Asia Pacific,39.812121,98.295555,7650.0,27.0
P100001045310,Georgsmarienhütte Osnabrück steel plant,Georgsmarienhuette GmbH,Germany,Europe,52.2122334,8.0420724,650.0,170.0
P100000120033,Gerdau Açominas Ouro Branco steel plant,Gerdau Acominas SA,Brazil,Central & South America,-20.543507,-43.75295,3600.0,40.0
P100000120980,Gerdau Cartersville steel plant,Gerdau Ameristeel Corp,United States,North America,34.241226,-84.799539,908.0,30.0
P100000120727,Gerdau Corsa Ciudad Sahagún steel plant,Gerdau Corsa SAPI de CV,Mexico,North America,19.753326,-98.596483,1000.0,11.0
P100000120735,Gerdau Corsa Tultitlán steel plant,Gerdau Corsa SAPI de CV,Mexico,North America,19.630355,-99.180315,500.0,42.0
P100000120042,Gerdau Cosigua Santa Cruz steel plant,Gerdau Acos Longos SA,Brazil,Central & South America,-22.90242,-43.749319,936.0,55.0
P100000120047,Gerdau Divinópolis steel plant,Gerdau Acos Longos SA,Brazil,Central & South America,-20.153931,-44.878995,600.0,73.0
P100000120982,Gerdau Fort Smith steel plant,Gerdau Ameristeel Corp,United States,North America,35.307055,-94.372912,505.0,42.0
P100000120049,Gerdau Guaíra Araucária steel plant,Gerdau Acos Longos SA,Brazil,Central & South America,-25.564041,-49.421729,,44.0
P100001044952,Gerdau Jackson steel mill,Gerdau Ameristeel Corp,United States,North America,35.727722,-88.808842,629.0,45.0
P100000120931,Gerdau Midlothian Steel Mill,Gerdau Ameristeel Corp,United States,North America,32.457544,-97.034246,1500.0,56.0
P100000120983,Gerdau Monroe steel plant,Gerdau Ameristeel Corp,United States,North America,41.894229,-83.358697,730.0,46.0
P100000120932,Gerdau Petersburg Steel Mill,Gerdau Ameristeel Corp,United States,North America,37.181168,-77.449517,821.0,28.0
P100000120055,Gerdau Pindamonhangaba steel plant,Gerdau SA,Brazil,Central & South America,-22.89918,-45.347726,530.0,46.0
P100000120981,Gerdau Saint Paul steel plant,Gerdau Ameristeel Corp,United States,North America,44.895442,-93.010716,,61.0
P100000120048,Gerdau São Paulo Araçariguama steel plant,Gerdau Acos Longos SA,Brazil,Central & South America,-23.43864,-47.08825,950.0,20.0
P100000120769,Gerdau Siderperu Chimbote steel plant,Empresa Siderurgica del Peru SAA,Peru,Central & South America,-9.059693,-78.601178,750.0,68.0
P100000120009,Gerdau Sipar Pérez steel plant,Sipar Aceros SA,Argentina,Central & South America,-32.9912336,-60.7588733,650.0,9.0
P100000120062,Gerdau Whitby Steel Mill,Gerdau Ameristeel Corp,Canada,North America,43.856461,-78.908997,1200.0,62.0
P100000120796,GFG Liberty Galati steel plant,Liberty Galati SA,Romania,Europe,45.434119,27.976244,,58.0
P100000120014,GFG Liberty Laverton Steel Mill,Infrabuild Australia Pty Ltd,Australia,Asia Pacific,-37.831379,144.788169,780.0,34.0
P100000120013,GFG Liberty Steel Australia Whyalla steel plant,GFG Alliance Ltd,Australia,Asia Pacific,-33.009381,137.587836,,85.0
P100000120486,GFG Liberty Steel Newport plant,Liberty Steel Group,United Kingdom,Europe,51.557289,-2.962704,,
P100000120485,GFG Liberty Steel Rotherham plant,Liberty Steel Group,United Kingdom,Europe,53.450712,-1.323025,,
P100000120015,GFG Liberty Sydney Steel Mill,Infrabuild Australia Pty Ltd,Australia,Asia Pacific,-33.76601,150.849819,750.0,44.0
P100000120587,Ghadir Iron and Steel Plant Yazd,Iranian Ghadir Iron & Steel Co,Iran,Middle East,32.3912,53.7496,0.0,14.84
P100000120603,Ghaenat Steel Complex South Khorasan,Ghaenat Steel Complex,Iran,Middle East,33.926909,59.007852,800.0,4.0
P100000120798,GLGH Resita steel plant,GLGH Steel LLC,Romania,Europe,45.293492,21.90241,500.0,255.0
P100000121216,Godawari Power and Ispat Sarora steel plant,Godawari Power and Ispat Ltd,India,Asia Pacific,21.565032,81.739447,,
P100000120557,Godawari Power and Ispat Siltara steel plant,Godawari Power and Ispat Ltd,India,Asia Pacific,21.376214,81.681888,659.0,25.0
P100000120676,Godo Steel Funabashi Works,Godo Steel Ltd,Japan,Asia Pacific,35.697541,139.964104,700.0,51.0
P100000120675,Godo Steel Himeji Works,Godo Steel Ltd,Japan,Asia Pacific,34.783057,134.669411,500.0,48.0
P100000120674,Godo Steel Osaka Works,Godo Steel Ltd,Japan,Asia Pacific,34.693045,135.428537,500.0,89.0
P100001063277,Gohar Zamin Bardsir steel plant,Gohar Zamin Mining and Industrial Company,Iran,Middle East,29.953217,56.699701,0.0,0.3
P100000120613,Golgohar Iron and Steel Company Kerman,Golgohar Iron and Steel Development Co,Iran,Middle East,29.134614,55.360773,3300.0,11.0
P100000120595,Gostar Almas Steel Saqqez Plant,Gostar Almas Steel Co,Iran,Middle East,36.215731,46.499322,0.0,
P100000120018,GPH Steel Sitakunda plant,GPH Ispat Ltd,Bangladesh,Asia Pacific,22.536569,91.700729,1051.0,17.5
P100000121172,GravitHy Fos sur Mer iron plant,GravitHy,France,Europe,43.436519,4.852576,,
P100000121220,GravitHy Kristinestad iron plant,GravitHy,Finland,Europe,62.273929,21.379356,,
P100000121147,Green Steel of WA Collie Steel plant,Green Steel of WA Pty Ltd,Australia,Asia Pacific,-33.341998,116.239926,,
P100000121163,Green Steel of WA Geraldton iron plant,Green Steel of WA Pty Ltd,Australia,Asia Pacific,-28.766858,114.799967,,
P100001026026,GreenSteel Australia New South Wales steel plant,Greensteel Australia Pty Ltd,Australia,Asia Pacific,-34.4637185,150.8865407,,
P100000120736,Grupo Acerero steel plant,Grupo Acerero SA de CV,Mexico,North America,22.087328,-100.901902,1375.0,22.0
P100000120460,Grupo Gallardo Corrugados Azpeitia steel plant,Cristian Lay SL,Spain,Europe,43.179125,-2.255939,,
P100000120461,Grupo Gallardo Corrugados Getafe steel plant,Corrugados Getafe SL,Spain,Europe,40.310803,-3.703568,,78.0
P100000120455,Grupo Gallardo Siderurgica Balboa Jerez de los Caballeros steel plant,AG Siderurgica Balboa SA,Spain,Europe,38.326405,-6.767326,1300.0,34.0
P100000120733,Grupo Simec Apizaco Cholula steel plant,Aceros Especiales Simec Tlaxcala SA de CV,Mexico,North America,19.395628,-98.088777,1140.0,7.64
P100000120737,Grupo Simec San Luis steel plants,Aceros Especiales Simec Tlaxcala SA de CV,Mexico,North America,22.103324,-100.919202,816.0,33.0
P100001063538,Guangdong Daxing Iron & Steel Industrial Co Ltd,Guangdong Daxing Iron & Steel Industrial Co Ltd,China,Asia Pacific,23.529158,116.329247,720.0,26.52
P100001063264,Guangdong Fogang Jincheng Metal Products Co Ltd,Guangdong Fogang Jincheng Metal Products Co Ltd,China,Asia Pacific,23.741965,113.502168,500.0,21.98
P100000120087,Guangdong Guangqing Metal Technology Co Ltd,Guangdong Guangqing METAL Technology Co Ltd,China,Asia Pacific,21.697069,111.848841,2040.0,16.0
P100001063170,Guangdong Guixin Steel Co Ltd,Guangdong Guixin Steel Co Ltd,China,Asia Pacific,23.517109,113.106865,630.0,22.0
